,Unnamed: 0,Author,Description,ReviewRating,Country,Review_Date,AirCraft,Seat_Type,Route,Date_flown,Type_of_traveller,Seat_Comfort,Cabin_staff_service,Ground_Service,Value_For_Money,Recommended,Food_And_Bevarages,Inflight_Entertainment,Wifi_and_Connectivity
539,539,"['', 'Sonto Mtolo']","""staff was very kind and friendly""",10,South Africa,10th January 2022,,Economy Class,Durban to Cape Town,January 2022,Solo Leisure,5.0,5.0,5.0,5,yes,5.0,,
540,540,"['', 'G Thanidhar']","""complete disregard for your passengers""",1,United States,9th January 2022,,Business Class,Bangalore to Detroit via London,January 2022,Solo Leisure,4.0,2.0,1.0,1,no,1.0,3.0,
541,541,"['', 'C Heale']","""decline into a sub-par service""",3,United Kingdom,9th January 2022,,Economy Class,New York to London,January 2022,Business,1.0,1.0,1.0,2,no,2.0,3.0,
542,542,"['', 'S Bartan']","""very basic generic airline""",1,United States,9th January 2022,,Economy Class,Las Vegas to London ,January 2022,Business,1.0,4.0,1.0,1,no,1.0,1.0,
543,543,"['', 'M Kalsiman']","""doors cannot close till take off""",1,United Arab Emirates,7th January 2022,,Business Class,London to Dubai,October 2021,Couple Leisure,2.0,1.0,1.0,1,no,1.0,3.0,
544,544,"['', 'A Wojcik']","""sort ground service at Warsaw Airport""",3,United Kingdom,6th January 2022,,Economy Class,Warsaw to London,December 2021,Family Leisure,2.0,4.0,1.0,2,no,,,
545,545,"['', 'R Teel']","""a pretty poor show by BA""",3,United Kingdom,6th January 2022,A319,Business Class,Glasgow to London Heathrow,December 2021,Business,2.0,1.0,2.0,1,no,1.0,,
546,546,"['', '31 reviews', '', '', '', 'David Ellis']","""seats are a huge improvement""",7,United Kingdom,2nd January 2022,Boeing 777,Business Class,London to Cape Town,December 2021,Couple Leisure,3.0,3.0,4.0,3,yes,2.0,5.0,1.0
547,547,"['', 'S Harsun']","""they've yet to respond""",1,United States,30th December 2021,,Premium Economy,London to Tampa,November 2021,Solo Leisure,1.0,1.0,1.0,1,no,,,
548,548,"['', '17 reviews', '', '', '', 'T Sharp']","""Very nice return flight with BA""",9,United Kingdom,29th December 2021,A320-200,Business Class,Edinburgh to London,December 2021,Solo Leisure,4.0,5.0,5.0,4,yes,4.0,,5.0
549,549,"['', '17 reviews', '', '', '', 'T Gorsoy']","""Overall a very lovely flight""",9,United Kingdom,28th December 2021,A320-200,Business Class,London to Edinburgh,December 2021,Solo Leisure,4.0,5.0,3.0,4,yes,5.0,,
550,550,"['', 'Mario Vlachakis']","""the legroom was appalling""",3,United Kingdom,27th December 2021,A380,Economy Class,London Heathrow to Los Angeles,December 2021,Family Leisure,1.0,4.0,2.0,1,no,1.0,1.0,
551,551,"['', '32 reviews', '', '', '', 'Paul Mercer']","""friendly and keen to please""",9,United Kingdom,27th December 2021,Boeing 777,Economy Class,London to St Lucia,December 2021,Business,5.0,5.0,5.0,5,yes,4.0,,
552,552,"['', 'Andy Lane']","""Food and drinks choices and tastes amazing""",9,United Kingdom,24th December 2021,Boeing 787,First Class,London to Chicago,November 2021,Couple Leisure,4.0,5.0,4.0,4,yes,5.0,3.0,5.0
553,553,"['', 'James Goldie']","""BA hang your head in shame""",2,United Arab Emirates,23rd December 2021,A320,Business Class,London to Istanbul,December 2021,Solo Leisure,1.0,2.0,1.0,2,no,3.0,1.0,1.0
554,554,"['', 'J Prescott']","""just used the new Club World""",6,United Kingdom,20th December 2021,Boeing 777,Business Class,Dubai to London Heaathrow,December 2021,Couple Leisure,4.0,2.0,1.0,4,yes,3.0,4.0,3.0
555,555,"['', 'Paul Vella']","""waited for my bags for 3 hours""",1,United Kingdom,19th December 2021,A320,Economy Class,London to Aberdeen,December 2021,Solo Leisure,,,1.0,1,no,,,
556,556,"['', 'Arthur Moore']","""certainly make us avoid BA in future""",2,United Kingdom,16th December 2021,Boeing 777,Business Class,London Gatwick to Cancun,December 2021,Couple Leisure,1.0,5.0,5.0,3,no,3.0,2.0,
557,557,"['', 'C Lazzani']","""I am still waiting for an answer""",3,Switzerland,12th December 2021,,Business Class,Kingston to London,August 2021,Business,1.0,2.0,2.0,1,no,2.0,3.0,1.0
558,558,"['', 'Mangesh Kulkarni']","""BA did nothing to ease the process""",1,United Kingdom,8th December 2021,,Business Class,London to Delhi,January 2021,Family Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
559,559,"['', 'Anastasiia Nikolaeva']","""I don't even get an apology""",1,United States,6th December 2021,,Economy Class,Washington DC to Moscow via London,December 2021,Solo Leisure,1.0,1.0,1.0,1,no,,,
560,560,"['', 'L Deane']","""whole experience was stressful, costly""",1,United Kingdom,2nd December 2021,,Economy Class,Singapore to London,July 2021,Solo Leisure,3.0,4.0,1.0,1,no,1.0,3.0,
561,561,"['', '1 reviews', '', '', '', 'T Darcell']","""British Airways had rebooked with Delta""",2,United States,29th November 2021,,Economy Class,Cairo to Portland via London / Seattle,November 2021,Family Leisure,,,1.0,1,no,,,
562,562,"['', 'M Edwards']","""British Airways happy to encourage the spread of Covid""",4,United Kingdom,27th November 2021,A320,Business Class,London Heathrow to Paris CDG,November 2021,Business,3.0,4.0,1.0,3,no,4.0,,
563,563,"['', 'N Marsen']","""was refused an early check in""",1,Australia,25th November 2021,,Business Class,Manchester to London Heathrow,November 2021,Business,1.0,,1.0,2,no,,,
564,564,"['', 'W Anderson']","""The crew failed to work as a team""",6,United Kingdom,25th November 2021,A321 neo,Business Class,London to Tenerife,November 2021,Solo Leisure,3.0,2.0,4.0,2,no,3.0,,
565,565,"['', 'Ally Wharton']","""an OK experience with a great cabin crew""",8,United Kingdom,24th November 2021,A321 neo,Business Class,Tenerife to London,November 2021,Solo Leisure,4.0,5.0,4.0,4,yes,5.0,,
566,566,"['', 'B Bjorn']","""Crew good, seats very uncomfortable""",2,Sweden,20th November 2021,A320,Economy Class,Stockholm to London Heathrow,November 2021,Solo Leisure,1.0,5.0,1.0,2,no,1.0,,
567,567,"['', 'M Karvin']","""my booked seat is not available""",1,United Kingdom,19th November 2021,,Economy Class,Frankfurt to London,November 2021,Business,,,1.0,1,no,,,
568,568,"['', '1 reviews', '', '', '', 'Stephen Crompton']","""penny pinching by BA in club class""",1,United Kingdom,15th November 2021,A320neo,Business Class,London Heathrow to Tenerife South,November 2021,Couple Leisure,3.0,3.0,2.0,1,no,1.0,,
569,569,"['', '15 reviews', '', '', '', 'Richard Hodges']","""only just about recommend""",5,United Kingdom,15th November 2021,A320 Neo,Business Class,Heathrow to Tenerife South,November 2021,Couple Leisure,2.0,5.0,3.0,3,yes,3.0,,
570,570,"['', 'Elizabeth Rossi']","""They are so unorganized and slow!""",1,United States,14th November 2021,,Economy Class,London to Chicago,November 2021,Solo Leisure,1.0,2.0,1.0,1,no,2.0,2.0,2.0
571,571,"['', 'S Tanya ']","""Customer service is non existent""",2,United Kingdom,13th November 2021,,Economy Class,London to Mexico,October 2021,Solo Leisure,2.0,3.0,2.0,2,no,2.0,5.0,
572,572,"['', 'A Merson']","""their customer service is a shambles""",2,United Kingdom,13th November 2021,Boeing 777,Economy Class,Manchester to Nassau via London,October 2021,Couple Leisure,2.0,2.0,1.0,1,no,2.0,2.0,1.0
573,573,"['', 'Ratna Pillai']","""Poorly mismanaged services""",4,Ireland,10th November 2021,,Economy Class,Mumbai to Dublin via London,November 2021,Family Leisure,3.0,2.0,2.0,3,no,2.0,3.0,
574,574,"['', 'Hollie Thomas']","""Their customer service is a shambles""",2,United Kingdom,7th November 2021,,Premium Economy,Gibraltar to London,November 2021,Solo Leisure,4.0,4.0,1.0,3,no,,,
575,575,"['', '31 reviews', '', '', '', 'J Richards']","""Good professional crew""",10,United Kingdom,6th November 2021,A321,Economy Class,Belfast to London,November 2021,Business,4.0,5.0,4.0,4,yes,4.0,,
576,576,"['', 'E Smyth']","""Not dreadful but something for BA to think about""",6,United Kingdom,31st October 2021,A321,Business Class,Larnaca to London Heathrow,October 2021,Family Leisure,2.0,4.0,3.0,3,yes,2.0,,3.0
577,577,"['', 'Paul Frankelh']","""could not have asked for better service""",10,United Kingdom,29th October 2021,A320,Business Class,Lisbon to London Heathrow,September 2021,Couple Leisure,4.0,4.0,5.0,4,yes,4.0,,
578,578,"['', 'N Cooper']","""BA at its best""",9,United Kingdom,29th October 2021,Boeing 787,Premium Economy,Madrid to London,October 2021,Couple Leisure,4.0,5.0,3.0,5,yes,5.0,4.0,
579,579,"['', 'Rayan Hunjan']","""boarding was chaos""",7,Italy,25th October 2021,A320NEO,Economy Class,London to Bologna,October 2021,Family Leisure,5.0,5.0,2.0,4,yes,3.0,,
580,580,"['', '31 reviews', '', '', '', 'S Lane']","""This time it was good value""",8,United Kingdom,24th October 2021,A321 Neo,Economy Class,London to Alicante,October 2021,Business,1.0,4.0,4.0,5,yes,4.0,,
581,581,"['', 'E Smyth']","""nothing bad about food but nothing great either""",8,United Kingdom,23rd October 2021,A321,Business Class,London to Larnaca,October 2021,Family Leisure,3.0,5.0,4.0,4,yes,3.0,2.0,2.0
582,582,"['', 'Oliver White']","""Who’d have thought BA could ever make Ryanair look like an attractive option""",3,United Kingdom,21st October 2021,A320,Economy Class,Prague to London,October 2021,Business,4.0,5.0,1.0,1,no,,,
583,583,"['', 'Lisa Hamblin']","""it was an absolute delight""",10,United Kingdom,20th October 2021,,Economy Class,Male to London,October 2021,Couple Leisure,5.0,5.0,5.0,5,yes,5.0,5.0,5.0
584,584,"['', 'Debra Couto']","""plane was clean and air quality very good""",6,Canada,19th October 2021,,Premium Economy,London to Toronto,October 2021,Solo Leisure,3.0,3.0,4.0,4,yes,4.0,4.0,
585,585,"['', 'P Varlten']","""Overall a very enjoyable flight""",10,United Kingdom,18th October 2021,A350,Business Class,London to Toronto,October 2021,Business,5.0,5.0,5.0,5,yes,5.0,5.0,5.0
586,586,"['', 'Clifford Oakley']","""a clear case of BA mis-selling""",1,United Kingdom,16th October 2021,,Business Class,London Heathrow to Athens Greece,September 2021,Solo Leisure,2.0,4.0,4.0,1,no,4.0,3.0,4.0
587,587,"['', 'R Webb']","""voucher is valid for another two years""",1,United Kingdom,14th October 2021,,Economy Class,London to Cayman Islands ,November 2020,Solo Leisure,,,,1,no,,,
588,588,"['', '28 reviews', '', '', '', 'Rohith Jayawardene']","""Check-in was longer than normal""",2,United Kingdom,7th October 2021,A320,Economy Class,London to Prague,October 2021,Family Leisure,1.0,1.0,1.0,2,no,1.0,,
589,589,"['', '31 reviews', '', '', '', 'David Ellis']","""Drinks and meal service was efficient""",7,United Kingdom,7th October 2021,A321,Business Class,Larnaca to London Heathrow,October 2021,Couple Leisure,3.0,4.0,4.0,4,yes,3.0,,3.0
590,590,"['', 'Jade Bennett']","""no response to my emails/messages""",1,United Kingdom,6th October 2021,,Economy Class,Heathrow to Manchester ,August 2021,Couple Leisure,,,1.0,1,no,,,
591,591,"['', 'J Beale']","""crew were so unorganised""",1,United Kingdom,5th October 2021,,Business Class,London to Jersey,September 2021,Business,2.0,1.0,1.0,1,no,,,
592,592,"['', 'K Merlin']","""impressed with their customer service""",9,United States,4th October 2021,,Premium Economy,Denver to London,October 2021,Solo Leisure,5.0,5.0,5.0,5,yes,,,
593,593,"['', '31 reviews', '', '', '', 'R Jay']","""ordinary BA domestic flight""",8,United Kingdom,3rd October 2021,A321,Economy Class,Belfast to London,September 2021,Business,4.0,3.0,4.0,5,yes,3.0,,
594,594,"['', 'J Makin']","""our national flag carrier is being comfortably out performed by budget airlines""",1,United Kingdom,2nd October 2021,A320,Economy Class,Manchester to Aberdeen via Heathrow,August 2021,Couple Leisure,1.0,1.0,1.0,1,no,1.0,,1.0
595,595,"['', '2 reviews', '', '', '', 'Dominic Lynch']","""got to the hotel and no dinner for us""",2,United Kingdom,1st October 2021,,Business Class,London Heathrow to Tenerife south,September 2021,Couple Leisure,3.0,1.0,1.0,1,no,2.0,,
596,596,"['', 'Sujith Krishnan']","""Such indifference and lackadaisical attitude""",3,United Kingdom,26th September 2021,,Business Class,London to New York,September 2021,Business,3.0,1.0,3.0,4,no,1.0,2.0,2.0
597,597,"['', '31 reviews', '', '', '', 'David Ellis']","""Post-COVID lunch remains restricted""",7,United Kingdom,22nd September 2021,A320,Business Class,London Heathrow to Larnaca,September 2021,Couple Leisure,3.0,3.0,3.0,3,yes,3.0,,2.0
598,598,"['', 'A Vardana']","""in the air great service""",8,United Kingdom,21st September 2021,A320,Business Class,London to Lisbon,September 2021,Family Leisure,3.0,5.0,3.0,4,yes,4.0,,4.0
599,599,"['', '2 reviews', '', '', '', 'R Anderson']","""No check in staff for Economy""",3,United Kingdom,21st September 2021,Embraer,Economy Class,Frankfurt to London,September 2021,Solo Leisure,4.0,4.0,1.0,1,no,1.0,,
600,600,"['', 'P Verson']","""No refund for flights cancelled""",1,France,13th September 2021,,Economy Class,Geneva to Sao Paulo via London,October 2020,Business,,,,1,no,,,
601,601,"['', 'D Waniko']","""I wasn't allocated a seat""",2,Nigeria,11th September 2021,,Economy Class,Abuja to London,September 2021,Family Leisure,,,1.0,3,no,,,
602,602,"['', 'G Bartakovics']","""stupidity of this whole situation""",1,United States,9th September 2021,,Business Class,Mykonos to New York via London,August 2021,Business,,,,1,no,,,
603,603,"['', 'M Himer']","""lost the connecting flight to Tirana""",1,United States,8th September 2021,,Economy Class,Boston to Tirana London,September 2021,Solo Leisure,2.0,3.0,1.0,3,no,3.0,3.0,
604,604,"['', 'F Jackson']","""service on the same route is becoming worse""",1,United States,7th September 2021,,Economy Class,Washington Dulles to London ,August 2021,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,
605,605,"['', 'David Clark']","""cancellation two weeks before I was due to travel""",1,United Kingdom,27th August 2021,,Economy Class,Gatwick to Catania,August 2021,Business,,,,1,no,,,
606,606,"['', 'Dmitry Kovalenko']","""the most comfortable seats""",5,Russian Federation,26th August 2021,Boeing 787-8,Economy Class,London to Moscow Domodedovo,August 2021,Solo Leisure,5.0,4.0,3.0,2,yes,1.0,1.0,1.0
607,607,"['', '1 reviews', '', '', '', 'R Marston']","""value for money here is incredible""",10,United Kingdom,22nd August 2021,,Economy Class,London to Athens,August 2021,Solo Leisure,4.0,5.0,5.0,5,yes,4.0,,5.0
608,608,"['', 'E Smyth']","""Food and drinks fine""",8,United Kingdom,19th August 2021,A320,Economy Class,London to Corfu,August 2021,Family Leisure,4.0,5.0,4.0,4,yes,4.0,4.0,4.0
609,609,"['', 'Marie Isma']","""frustrated, upset and disappointed""",1,United Kingdom,17th August 2021,,Business Class,Moscow to London Heathrow,August 2021,Family Leisure,4.0,1.0,1.0,1,no,2.0,3.0,
610,610,"['', 'N Garton']","""piled into the bus and left""",2,Germany,11th August 2021,,Business Class,London Heathrow to Munich,August 2021,Business,3.0,2.0,1.0,2,no,2.0,,
611,611,"['', 'T Gordon']","""On board staff were good""",6,United Kingdom,8th August 2021,A330,Business Class,London Heathrow to Nice,July 2021,Couple Leisure,3.0,4.0,3.0,3,no,5.0,,
612,612,"['', 'T Lang']","""cancelled a flight booked three months ago """,1,Philippines,27th July 2021,,Economy Class,London to Hong Kong,April 2021,Family Leisure,,,,1,no,,,
613,613,"['', '4 reviews', '', '', '', 'Andy Magowan']","""decided to avoid BA from now on""",1,United Kingdom,22nd July 2021,A230,Premium Economy,Belfast to Budapest via Heathrow,July 2021,Solo Leisure,1.0,1.0,1.0,1,no,,,
614,614,"['', 'E Smyth']","""very slick on board experience""",8,United Kingdom,20th July 2021,Boeing 777-200,Business Class,Cancun to Gatwick,July 2021,Family Leisure,4.0,5.0,4.0,4,yes,5.0,4.0,4.0
615,615,"['', 'E Smyth']","""Not complete return to old days""",7,United Kingdom,13th July 2021,Boeing 777-200,Business Class,Gatwick to Cancun,July 2021,Family Leisure,5.0,5.0,4.0,5,yes,4.0,4.0,4.0
616,616,"['', 'barbara ciereszko']","""no refund issued yet""",1,United Kingdom,9th July 2021,,Economy Class,,July 2021,Family Leisure,,,,1,no,,,
617,617,"['', 'Emil Barbon']","""asking for upgrades to a best seat""",1,Canada,7th July 2021,,Economy Class,Bucharest to Toronto via London,July 2021,Family Leisure,3.0,3.0,1.0,2,no,,,
618,618,"['', 'Siddharth Senger']","""didn't allow us to seat together""",2,United States,27th June 2021,,Business Class,Seattle to Bangalore via London,June 2021,Business,3.0,4.0,3.0,3,yes,,,
619,619,"['', '1 reviews', '', '', '', 'I Barton']","""uncomfortable, miserly experience """,4,United States,22nd June 2021,Boeing 787,Business Class,London to Mexico City,June 2021,Solo Leisure,1.0,2.0,3.0,1,no,3.0,3.0,1.0
620,620,"['', '31 reviews', '', '', '', 'David Ellis']","""Service was a little perfunctory""",8,United Kingdom,13th June 2021,A320,Business Class,Preveza to London,June 2021,Couple Leisure,4.0,3.0,5.0,4,yes,3.0,,
621,621,"['', 'Chris Abbosey']","""I am really grateful""",9,Ghana,7th June 2021,,Economy Class,London to Accra,June 2021,Solo Leisure,4.0,4.0,4.0,4,yes,4.0,4.0,
622,622,"['', '31 reviews', '', '', '', 'David Ellis']","""a thoroughly reassuring, coming out of COVID, experience""",9,United Kingdom,30th May 2021,A320,Business Class,London Heathrow to Preveza,May 2021,Couple Leisure,4.0,4.0,5.0,4,yes,4.0,,
623,623,"['', 'R Baker']","""going in circles to avoid issuing any voucher""",1,South Africa,26th May 2021,,Economy Class,Durban to Cape Town,January 2021,Family Leisure,3.0,3.0,3.0,1,no,,,
624,624,"['', 'Michael Clark']","""Fantastic flight down to Heathrow""",9,United Kingdom,15th May 2021,A321NEO,Economy Class,Aberdeen to London Heathrow,May 2021,Solo Leisure,4.0,5.0,4.0,4,yes,4.0,3.0,5.0
625,625,"['', 'P Geare']","""appreciated the COVID measures""",8,Spain,24th April 2021,,Business Class,Malaga to London,April 2021,Business,3.0,3.0,4.0,4,yes,,,
626,626,"['', 'N Pearce']","""COVID protocols are not as robust as they should be""",5,South Africa,7th April 2021,Boeing 737-800,Economy Class,Johannesburg to Cape Town,April 2021,Solo Leisure,4.0,5.0,5.0,4,yes,4.0,,
627,627,"['', 'L Ward']","""I would need to call up to rebook""",4,United Kingdom,1st April 2021,,Economy Class,Gatwick to Cancun,December 2020,Solo Leisure,2.0,4.0,3.0,1,no,1.0,3.0,
628,628,"['', 'F Lewis']","""had my flight cancelled on 3 occasions""",1,United Kingdom,14th March 2021,,Economy Class,Bridgetown to London,February 2021,Couple Leisure,1.0,1.0,1.0,1,no,1.0,,
